nohup: ignoring input
timestamp, index, power.draw [W], utilization.gpu [%], memory.used [MiB], clocks.current.sm [MHz], clocks.current.memory [MHz], temperature.gpu
2026/09/25 05:06:35.909, 0, 123.86 W, 0 %, 1 MiB, 420 MHz, 3201 MHz, 46
2026/09/25 05:06:35.909, 1, 133.21 W, 0 %, 1 MiB, 1980 MHz, 3201 MHz, 48
2026/09/25 05:06:40.909, 0, 77.36 W, 0 %, 1 MiB, 345 MHz, 3201 MHz, 44
2026/09/25 05:06:40.909, 1, 80.68 W, 0 %, 1 MiB, 345 MHz, 3201 MHz, 46
2026/09/25 05:06:45.910, 0, 77.11 W, 0 %, 1 MiB, 345 MHz, 3201 MHz, 44
2026/09/25 05:06:45.910, 1, 80.39 W, 0 %, 1 MiB, 345 MHz, 3201 MHz, 45
2026/09/25 05:06:50.910, 0, 77.03 W, 0 %, 1 MiB, 345 MHz, 3201 MHz, 43
2026/09/25 05:06:50.912, 1, 80.25 W, 0 %, 1 MiB, 345 MHz, 3201 MHz, 45
2026/09/25 05:06:55.912, 0, 76.97 W, 0 %, 1 MiB, 345 MHz, 3201 MHz, 43
2026/09/25 05:06:55.913, 1, 80.52 W, 0 %, 1 MiB, 345 MHz, 3201 MHz, 45
2026/09/25 05:07:00.913, 0, 76.86 W, 0 %, 1 MiB, 345 MHz, 3201 MHz, 43
2026/09/25 05:07:00.913, 1, 80.39 W, 0 %, 1 MiB, 345 MHz, 3201 MHz, 44
2026/09/25 05:07:05.913, 0, 76.80 W, 0 %, 1 MiB, 345 MHz, 3201 MHz, 42
2026/09/25 05:07:05.914, 1, 80.27 W, 0 %, 1 MiB, 345 MHz, 3201 MHz, 44
2026/09/25 05:07:10.914, 0, 76.71 W, 0 %, 1 MiB, 345 MHz, 3201 MHz, 42
2026/09/25 05:07:10.914, 1, 80.16 W, 0 %, 1 MiB, 345 MHz, 3201 MHz, 44
2026/09/25 05:07:15.915, 0, 76.68 W, 0 %, 1 MiB, 345 MHz, 3201 MHz, 42
2026/09/25 05:07:15.915, 1, 80.01 W, 0 %, 1 MiB, 345 MHz, 3201 MHz, 44
2026/09/25 05:07:20.915, 0, 76.67 W, 0 %, 1 MiB, 345 MHz, 3201 MHz, 42
2026/09/25 05:07:20.915, 1, 79.98 W, 0 %, 1 MiB, 345 MHz, 3201 MHz, 44
2026/09/25 05:07:25.916, 0, 76.53 W, 0 %, 1 MiB, 345 MHz, 3201 MHz, 42
2026/09/25 05:07:25.916, 1, 79.90 W, 0 %, 1 MiB, 345 MHz, 3201 MHz, 43
2026/09/25 05:07:30.916, 0, 76.50 W, 0 %, 1 MiB, 345 MHz, 3201 MHz, 42
2026/09/25 05:07:30.916, 1, 79.82 W, 0 %, 1 MiB, 345 MHz, 3201 MHz, 43
2026/09/25 05:07:35.917, 0, 76.47 W, 0 %, 1 MiB, 345 MHz, 3201 MHz, 41
2026/09/25 05:07:35.917, 1, 79.80 W, 0 %, 1 MiB, 345 MHz, 3201 MHz, 43
2026/09/25 05:07:40.917, 0, 76.54 W, 0 %, 1 MiB, 345 MHz, 3201 MHz, 41
2026/09/25 05:07:40.917, 1, 79.74 W, 0 %, 1 MiB, 345 MHz, 3201 MHz, 43
2026/09/25 05:07:45.918, 0, 76.42 W, 0 %, 1 MiB, 345 MHz, 3201 MHz, 41
2026/09/25 05:07:45.918, 1, 79.66 W, 0 %, 1 MiB, 345 MHz, 3201 MHz, 43
2026/09/25 05:07:50.918, 0, 76.39 W, 0 %, 1 MiB, 345 MHz, 3201 MHz, 41
2026/09/25 05:07:50.919, 1, 79.65 W, 0 %, 1 MiB, 345 MHz, 3201 MHz, 43
2026/09/25 05:07:55.919, 0, 76.45 W, 0 %, 1 MiB, 345 MHz, 3201 MHz, 41
2026/09/25 05:07:55.919, 1, 79.61 W, 0 %, 1 MiB, 345 MHz, 3201 MHz, 43
2026/09/25 05:08:00.919, 0, 76.38 W, 0 %, 1 MiB, 345 MHz, 3201 MHz, 41
2026/09/25 05:08:00.920, 1, 79.60 W, 0 %, 1 MiB, 345 MHz, 3201 MHz, 43
2026/09/25 05:08:05.920, 0, 76.36 W, 0 %, 1 MiB, 345 MHz, 3201 MHz, 41
2026/09/25 05:08:05.920, 1, 79.60 W, 0 %, 1 MiB, 345 MHz, 3201 MHz, 43
2026/09/25 05:08:10.921, 0, 76.32 W, 0 %, 1 MiB, 345 MHz, 3201 MHz, 41
2026/09/25 05:08:10.921, 1, 79.51 W, 0 %, 1 MiB, 345 MHz, 3201 MHz, 43
2026/09/25 05:08:15.921, 0, 76.28 W, 0 %, 1 MiB, 345 MHz, 3201 MHz, 41
2026/09/25 05:08:15.922, 1, 79.55 W, 0 %, 1 MiB, 345 MHz, 3201 MHz, 42
2026/09/25 05:08:20.922, 0, 76.24 W, 0 %, 1 MiB, 345 MHz, 3201 MHz, 41
2026/09/25 05:08:20.922, 1, 79.53 W, 0 %, 1 MiB, 345 MHz, 3201 MHz, 42
